Technology,Management Measure Category,Phase of Project,Stressor,Receptor,Specific Receptor,Interaction,Specific Management Measures,Implications of Measure
Tidal,Design feature,Operation & Maintenance,Collision risk,Marine Mammals,Marine Mammals,Potential for collision with turbine blades.,Install a 'detect and deter' system using a combination of active sonar and acoustic deterrent device (ADD).,"This could reduce likelihood of collision with moving blades although the efficacy of ADDs in these environments is unknown and habituation to ADDs is known to occur in other industries. Could enable a route through the consenting process.
This measure is expensive to implement and it is still unknown if deterrent systems will help reduce risk. There are also questions around the effects of ADDs on sensitive species. Their addition adds another noise impact which must also be considered in any project assessments. Would rely on well proven and reliable 'detect and deter' systems. Also, mitigation against collision may prevent discovering whether or not it is a real issue.
Further research around ADDs which deter specific groups or species, is underway. This could be useful  in deterring  specific sensitive species or species groups, at a particular site. For example, University of St Andrews is seveloping an ADD which deter seals, but which don't effect cetaceans."
Wave,Design feature,Operation & Maintenance,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Physical Containment systems including bulk heads, closed circuit systems, pressure relief systems.",Reduces risk of contamination escaping from structure.
Tidal,Mitigation,Installation,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Material selection - lubricants, coolants, hydraulic fluids etc. selected with low ecotoxicity levels and biodegradable.","Reduces/removes risk of contamination from materials which may have escaped structure. However, use of lower toxicity may compromise performance, or impact other technical issues (e.g. fluid changes)."
Tidal,Mitigation,Decommissioning,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Where rock placement is used, ensure clean rock is used.",Reduces/removes risk of contamination from materials.
Wave,Compliance,Operation & Maintenance,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.","Reduces risk of any contamination event, ensures that contingency plans are in place and demonstrates compliance with environmental management systems."
Tidal,Design feature,Operation & Maintenance,Entanglement,Marine Mammals,Cetaceans,Potential for marine animals to become entangled in device mooring lines and cables.,Maintain taut mooring lines.,"Removes/reduces risk of entanglement, however mooring design tends to be driven by technical and commercial consideration. An entanglement record is a useful way to track events."
Tidal,Monitoring,Operation & Maintenance,Entanglement,Marine Mammals,Cetaceans,Potential for marine animals to become entangled in device mooring lines and cables.,Fishing debris detected during routine inspections of mooring lines and cables will be removed.,"Removes/reduces risk of entanglement and is a low cost measure, implemented as part of standard O&M procedures."
Tidal,Mitigation,Operation & Maintenance,Entanglement,Marine Mammals,Cetaceans,Potential for marine animals to become entangled in lost fishing gear or other equipment trapped on infrastructure.,"Fisheries management: Agreement with fishermen not to fish near to the device, warning of the dangers of losing equipment.",Reduces potential for entanglement of fishing gear in mooring lines and thus potential for entanglement of marine animals.
Tidal,Mitigation,Installation,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduce/remove risk of transfer of non-native species.
Tidal,Mitigation,Decommissioning,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer of non-native species.
Wave,Mitigation,Operation & Maintenance,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Source vessels locally.,Reduce/remove risk of transfer of non-native species.
Tidal,Compliance,Installation,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Compliance with all relevant guidance (including IMO guidelines) regarding ballast water management and transfer of non-native species.,Reduces/removes risk of transfer and settlement of non-native species.
Tidal,Monitoring,Decommissioning,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Monitoring and reporting of MNNS.,Reduces/removes risk of transfer of non-native species.
Wave,Mitigation,Operation & Maintenance,Vessel collision,Marine Mammals,Cetaceans,Potential for collision with project vessels.,Adhere to minimum approach distances for vessels on approach.,Reduces potential effects and is a relatively low cost measure.
Tidal,Mitigation,Installation,Vessel disturbance,Marine Mammals,Marine Mammals,Potential for disturbance from project vessels.,Reduce speed and maintain steady course when animal is sighted.,Reduces potential effects and is a relatively low cost measure.
Tidal,Mitigation,Installation,Vessel disturbance,Marine Mammals,Seals,Disturbance at seal haul-out sites from project vessels.,Avoid transiting within 500m of known seal haul outs.,Reduces potential effects and is a relatively low cost measure.
Tidal,Mitigation,Decommissioning,Vessel disturbance,Marine Mammals,Marine Mammals,Potential for disturbance from project vessels.,Care will be taken to avoid splitting up groups and mothers and young.,Reduces potential effects and is a relatively low cost measure.
Wave,Mitigation,Decommissioning,Changes in sediment dynamics,Reptiles,All receptors,Sediment disturbance disrupting water clarity that results in smothering of fish spawning grounds.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Tidal,Design feature,Decommissioning,Contamination,Reptiles,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Physical Containment systems including bulk heads, closed circuit systems, pressure relief systems.",Reduces risk of contamination escaping from structure.
Wave,Mitigation,Operation & Maintenance,Contamination,Reptiles,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Where rock placement is used, ensure clean rock is used.",Reduces/removes risk of contamination from materials.
Tidal,Mitigation,Installation,Contamination,Reptiles,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Tidal,Compliance,Decommissioning,Contamination,Reptiles,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Tidal,Design feature,Operation & Maintenance,Entanglement,Reptiles,Sea turtles,Potential for marine animals to become entangled in device mooring lines and cables.,"Routine inspections of mooring lines.
Implement features into existing control systems to detect entanglement events.",Removes/reduces risk of entanglement and is a low cost monitoring capability.
Tidal,Monitoring,Operation & Maintenance,Habitat creation,Reptiles,All receptors,The introduction of infrastructure and artificial substrates will provide habitat and artificial refuges.,Monitor near-field behaviours.,"Informs understanding of potential positive impacts from colonisation and use of the project infrastructure which could benefit future project applications. However, there is a cost implication associated with monitoring."
Wave,Mitigation,Operation & Maintenance,Marine Non-Native Species (MNNS),Reptiles,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduces/removes risk of transfer and settlement of non-native species.
Tidal,Mitigation,Installation,Marine Non-Native Species (MNNS),Reptiles,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduces/removes risk of transfer and settlement of non-native species.
Tidal,Compliance,Decommissioning,Marine Non-Native Species (MNNS),Reptiles,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduces/removes risk of transfer and settlement of non-native species.
Wave,Monitoring,Operation & Maintenance,Marine Non-Native Species (MNNS),Reptiles,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Monitoring and reporting of MNNS.,Reduces/removes risk of transfer of non-native species.
Wave,Mitigation,Decommissioning,Changes in sediment dynamics,Habitat,All receptors,Reduced visibility impacting prey detection and obstruction avoidance.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Tidal,Monitoring,Operation & Maintenance,Changes in sediment dynamics,Habitat,Benthic species,"The potential wider or secondary effects (siltation changes or smothering) on protected or sensitive littoral habitat due to devices and associated moorings, support structures or landfall cables.","Periodic visual monitoring through the use of divers, drop down video or  intertidal shore surveys.",n/a
Tidal,Design feature,Operation & Maintenance,Contamination,Habitat,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Physical Containment systems including bulk heads, closed circuit systems, pressure relief systems.",Reduces risk of contamination escaping from structure.
Wave,Mitigation,Installation,Contamination,Habitat,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Where rock placement is used, ensure clean rock is used.",Reduces/removes risk of contamination from materials.
Wave,Mitigation,Decommissioning,Contamination,Habitat,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Tidal,Compliance,Operation & Maintenance,Contamination,Habitat,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Tidal,Design feature,Installation,Loss of habitat,Habitat,Intertidal ecology,Loss of intertidal habitat from trenching for cable landfall.,Pre-construction cable route surveys to avoid sensitive habitats.,n/a
Wave,Mitigation,Operation & Maintenance,Marine Non-Native Species (MNNS),Habitat,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduce/remove risk of transfer and settlement of non-native species.
Tidal,Mitigation,Installation,Marine Non-Native Species (MNNS),Habitat,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer and settlement of non-native species.
Tidal,Compliance,Decommissioning,Marine Non-Native Species (MNNS),Habitat,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer and settlement of non-native species.
Wave,Monitoring,Operation & Maintenance,Changes in sediment dynamics,Benthic,"Fish, Benthic invertebrates","The potential wider or secondary effects (siltation changes or smothering) on protected or sensitive sub-littoral seabed due to scour or siltation around devices and associated moorings, support structures and export cables.","Periodic visual monitoring through the use of divers or drop down video, static cameras / remote sensing techniques,  benthic grab surveys,  geophysical survey to identify scour pits, turbidity measurements.","Implementation of this measure would generate data to quantify level and spatial extent of effect, however there are technical and health and safety risks associated with periodic monitoring in close vicinity of infrastructure. This measure may also require power shut down. 
Additionally, the associated subsea static monitoring options require O&M which has potential time and cost implications."
Tidal,Mitigation,Installation,Changes in sediment dynamics,Benthic,All receptors,Reduced visibility from altered water clarity associated with sediment mixing that can impact prey detection and obstruction avoidance.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Wave,Design feature,Operation & Maintenance,Contamination,Benthic,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Physical Containment systems including bulk heads, closed circuit systems, pressure relief systems.",Reduces risk of contamination escaping from structure.
Tidal,Mitigation,Installation,Contamination,Benthic,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Material selection - lubricants, coolants, hydraulic fluids etc. selected with low ecotoxicity levels and biodegradable.","Reduces/removes risk of contamination from materials which may have escaped structure. However, use of lower toxicity may compromise performance, or impact other technical issues (e.g. fluid changes)."
Tidal,Mitigation,Decommissioning,Contamination,Benthic,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Where rock placement is used, ensure clean rock is used.",Reduces/removes risk of contamination from materials.
Wave,Design feature,Operation & Maintenance,EMF and thermal pressure,Benthic,Benthic invertebrates,Impacts of electromagnetic fields from subsea cables on sensitive species.,Install cable protection/ armor/ rock placement/  other cable protection.,"Reduces the level of EMF to surrounding water column and therefore any potential effects. 
Reduces 'snagging risk' for vessels and may create habitat for species.
May have Habitat Creation implications
Potential for adverse impacts on surrounding benthic habitats and sensitive species, e.g. from smothering.
This measure forms part of normal project design."
Wave,Design feature,Operation & Maintenance,EMF and thermal pressure,Benthic,Benthic invertebrates,Impacts of electromagnetic fields from subsea cables on sensitive species.,Bundle cables together to reduce field vectors.,"Reduces the level of EMF to surrounding water column and therefore any potential effects, however there is potential for less redundancy in the system together with potential commercial and technical feasibility issues."
Wave,Design feature,Installation,EMF and thermal pressure,Benthic,Benthic invertebrates,Impacts of electromagnetic fields from landfall cables on sensitive species.,Micrositing of offshore infrastructure to avoid sensitive habitats and minimize footprint.,This could reduce/remove effects on sensitive habitats and can often be done with little additional cost.
Wave,Design feature,Operation & Maintenance,EMF and thermal pressure,Benthic,Benthic invertebrates,Impacts of electromagnetic fields from landfall cables on sensitive species,Bury cables where possible and viable,n/a
Tidal,Design feature,Installation,Loss of habitat,Benthic,Benthic invertebrates,Direct loss of protected or sensitive sub-littoral seabed communities due to the presence of devices associated moorings or support structures on the seabed.,Micrositing of offshore infrastructure to avoid sensitive habitats.,This could reduce/remove effects on sensitive habitats and can often be done with little additional costs.
Tidal,Design feature,Installation,Loss of habitat,Benthic,Benthic invertebrates,Direct loss of protected or sensitive sub-littoral seabed communities due to the presence of devices and associated moorings or support structures on the seabed.,Cable protection management measures to ensure that any rock placement that is required will be kept to a minimum to reduce seabed disturbance.,This could reduce effects on sensitive habitats.
Wave,Mitigation,Decommissioning,Marine Non-Native Species (MNNS),Benthic,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduce/remove risk of transfer of non-native species.
Tidal,Compliance,Operation & Maintenance,Marine Non-Native Species (MNNS),Benthic,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer of non-native species.
Wave,Compliance,Installation,Marine Non-Native Species (MNNS),Benthic,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Compliance with all relevant guidance (including IMO guidelines) regarding ballast water management and transfer of non-native species.,Reduce/remove risk of transfer and settlement of non-native species.
Wave,Monitoring,Installation,Marine Non-Native Species (MNNS),Benthic,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Monitoring and reporting of MNNS.,Reduce/removes risk of transfer of non-native species.
Wave,Compliance,Decommissioning,Marine Non-Native Species (MNNS),Benthic,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Monitoring and reporting of MNNS.,Reduce/removes risk of transfer of non-native species.
Wave,None identified,Operation & Maintenance,Barrier to movement,Birds,Birds,"Potential barrier to movement  due to the physical presence of devices and associated moorings / support structures, cables and electrical equipment.",None identified.,n/a
Tidal,Mitigation,Installation,Changes in sediment dynamics,Birds,All receptors,Sediment disturbance disrupting water clarity that results in smothering of fish spawning grounds.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Wave,Design feature,Decommissioning,Contamination,Birds,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Physical Containment systems including bulk heads, closed circuit systems, pressure relief systems.",Reduces risk of contamination escaping from structure.
Tidal,Mitigation,Operation & Maintenance,Contamination,Birds,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Material selection - lubricants, coolants, hydraulic fluids etc. selected with low ecotoxicity levels and biodegradable.","Reduces/removes risk of contamination from materials which may have escaped structure. However, use of lower toxicity may compromise performance, or impact other technical issues (e.g. fluid changes)."
Wave,Mitigation,Installation,Contamination,Birds,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Wave,Compliance,Decommissioning,Contamination,Birds,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Wave,Design feature,Operation & Maintenance,Entanglement,Birds,Diving birds,Potential for marine animals to become entangled in device mooring lines and cables.,Fishing debris detected during routine inspections of mooring lines and cables will be removed.,"Would remove/reduce risk of entanglement and is a low cost measure, implemented as part of standard O&M procedures."
Wave,Mitigation,Operation & Maintenance,Entanglement,Birds,Diving birds,Potential for marine animals to become entangled in lost fishing gear or other equipment trapped on infrastructure.,"Fisheries management: Agreement with fishermen not to fish near to the device, warning of the dangers of losing equipment.",Reduces potential for entanglement of fishing gear in mooring lines and thus potential for entanglement of marine animals.
Wave,Mitigation,Installation,Lighting,Birds,Seabirds,Potential for light from installation vessels to adversely affect nocturnal and migratory species.,Limit lighting on installation vessels to that safe for navigational purposes only.,Reduce impact on sensitive species. A lot of the light on navigational vessels is superflous so would not detract from their safe operation.
Wave,Mitigation,Installation,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduce/remove risk of transfer of non-native species.
Wave,Mitigation,Decommissioning,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer of non-native species.
Tidal,Compliance,Operation & Maintenance,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer of non-native species.
Wave,Design feature,Installation,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Avoid the introduction of hard bottom substrate into a soft bottom habitat.,"Ensures the efficient recovery of species native to the surrounding habitat. 
May have technical implications."
Wave,Mitigation,Installation,Underwater noise,Birds,Seabirds,The potential effects from underwater noise generated during installation/ construction (excluding piling).,"Avoid/limit 'noisy works' within close proximity to sensitive sites i.e. known seal haul outs during sensitive periods, defining appropriate clearance distances where necessary.","This could reduce potential effects on sensitive species during sensitive periods, but could increase project construction timescales and thus costs e.g. if continuous drilling time is restricted or specific periods need to be avoided."
Tidal,Mitigation,Operation & Maintenance,Vessel disturbance,Birds,Birds on water,Potential for disturbance from project vessels.,Do not break up or 'flush' rafts of birds.,"Reduces potential effects and is a relatively low cost measure, however effectiveness of mitigation is unclear. 
Also pertinent to note that the measure is selectively applied to project vessels in context of other vessel operations."
Wave,Mitigation,Installation,Vessel disturbance,Birds,Shore-nesting birds,Potential for disturbance from project vessels.,Avoidance of sensitive shore nesting areas during sensitive periods with appropriate clearance distance.,Reduces potential effects and is a relatively low cost measure.
Wave,Mitigation,Decommissioning,Vessel disturbance,Birds,Birds on water,Potential for disturbance from project vessels.,Vessel transit route: defining routes to avoid sensitive sites and to only disturb one route.,Reduces potential effects and is a relatively low cost measure.
Tidal,Mitigation,Installation,Changes in sediment dynamics,Fish,All receptors,Reduced visibility impacting prey detection and obstruction avoidance.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Tidal,Monitoring,Operation & Maintenance,Collision risk,Fish,Fish,Potential for collision with turbine blades.,Environmental monitoring to better understand near-field behaviour and avoidance.,"This will help reduce scientific uncertainty, however this type of monitoring can be expensive and there are difficulties associated with storing and analysing the data produced."
Wave,Mitigation,Installation,Contamination,Fish,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Material selection - lubricants, coolants, hydraulic fluids etc. selected with low ecotoxicity levels and biodegradable.","Reduces/removes risk of contamination from materials which may have escaped structure. Alrhough, use of lower toxicity materials may compromise performance, or impact other technical issues (e.g. fluid changes)."
Wave,Mitigation,Decommissioning,Contamination,Fish,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Where rock placement is used, ensure clean rock is used.",Reduces/removes risk of contamination from materials.
Tidal,Compliance,Operation & Maintenance,Contamination,Fish,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Wave,Design feature,Operation & Maintenance,EMF and thermal pressure,Fish,Elasmobranchs,Impacts of electromagnetic fields from subsea cables on sensitive species.,Use of 3-phase cables instead of DC cables.,"Reduce the level of EMF to surrounding water column and therefore any potential effects.
Potential commercial and technical feasibility issues some disagreement as to efficacy of this measure."
Wave,Design feature,Installation,EMF and thermal pressure,Fish,Migratory fish,Impacts of electromagnetic fields from subsea cables on sensitive species.,Micrositing to avoid sensitive habitats & minimise footprint.,This could reduce/remove effects on sensitive habitats and is a relatively low cost measure.
Wave,Design feature,Operation & Maintenance,EMF and thermal pressure,Fish,Demersal fish,Impacts of electromagnetic fields from landfall cables on sensitive species.,Lay cables in natural crevices.,n/a
Wave,Design feature,Operation & Maintenance,EMF and thermal pressure,Fish,Demersal fish,Impacts of electromagnetic fields from landfall cables on sensitive species.,Bury cables where possible and viable.,n/a
Wave,Monitoring,Operation & Maintenance,Entanglement,Fish,Basking shark; Large fish,Potential for marine animals to become entangled in device mooring lines and cables.,Install tension sensors on mooring lines.,"Informs of problem with mooring lines allowing rectification, however their implementation would come at an additional cost and would require control system integration."
Wave,Monitoring,Operation & Maintenance,Entanglement,Fish,Basking shark; Large fish,Potential for marine animals to become entangled in device mooring lines and cables.,"Routine inspections of mooring lines.  
Implement features into existing control systems to detect entanglement events.",Would remove/reduce risk of entanglement and is a low cost monitoring capability.
Wave,Design feature,Installation,Loss of habitat,Fish,Demersal fish,Direct loss of protected or sensitive sub-littoral seabed communities due to the presence of devices associated moorings or support structures on the seabed.,Micrositing of offshore infrastructure to avoid sensitive habitats.,This could reduce/remove effects on sensitive habitats and is a relatively low cost measure.
Wave,Design feature,Installation,Loss of habitat,Fish,Demersal fish,Direct loss of protected or sensitive sub-littoral seabed communities due to the presence of devices and associated moorings or support structures on the seabed.,Cable protection management measures to ensure that any rock placement that is required will be kept to a minimum to reduce seabed disturbance.,This could reduce effects on sensitive habitats.
Wave,Compliance,Installation,Marine Non-Native Species (MNNS),Fish,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Compliance with all relevant guidance (including IMO guidelines) regarding ballast water management and transfer of non-native species.,Reduce/remove risk of transfer and settlement of non-native species.
Wave,Mitigation,Decommissioning,Marine Non-Native Species (MNNS),Fish,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduce/removes risk of transfer of non-native species.
Tidal,Mitigation,Operation & Maintenance,Marine Non-Native Species (MNNS),Fish,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/removes risk of transfer of non-native species.
Wave,Mitigation,Installation,Marine Non-Native Species (MNNS),Fish,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Source vessels locally.,Reduce/removes risk of transfer of non-native species.
Wave,Monitoring,Decommissioning,Marine Non-Native Species (MNNS),Fish,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Monitoring and reporting of MNNS.,Reduces/removes risk of transfer of non-native species.
Wave,Monitoring,Operation & Maintenance,Underwater noise,Fish,Fish,The potential effects from underwater noise generated by wave and tidal energy converters.,Measure noise generated by device(s) during operation to better understand the potential effects on sensitive species.,"Measured noise levels can be correlated with threshold values of relevant species to determine impact and need for adaptive management measures. 
It can be complex and costly to undertake this type of monitoring in high energy environments."
Wave,Mitigation,Operation & Maintenance,Vessel disturbance,Fish,Large fish,Potential for disturbance from project vessels.,Use smaller vessels for maintenance purposes.,Reduces potential effects and is a relatively low cost measure.
Wave,None identified,Operation & Maintenance,Barrier to movement,Marine Mammals,All receptors,"Potential barrier to movement  due to the physical presence of devices and associated moorings / support structures, cables and electrical equipment.",None identified.,n/a
Tidal,Mitigation,Installation,Changes in sediment dynamics,Marine Mammals,All receptors,Sediment disturbance disrupting water clarity that results in smothering of fish spawning grounds.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Tidal,Mitigation,Operation & Maintenance,Collision risk,Marine Mammals,Marine Mammals,Potential for collision with turbine blades.,Install acoustic deterrent devices (ADDs).,"This could potentially reduce likelihood of collision with moving blades although the efficacy of ADDs in these environments is unknown. Constant deterring means habituation is likely. This is a simpler system than detect (efficiently) and deter, however would still be expensive to implement. It would also come with an additional noise impact which must also be considered in project assessments."
Wave,Design feature,Decommissioning,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Physical Containment systems including bulk heads, closed circuit systems, pressure relief systems.",Reduces risk of contamination escaping from structure.
Tidal,Mitigation,Operation & Maintenance,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Material selection - lubricants, coolants, hydraulic fluids etc. selected with low ecotoxicity levels and biodegradable.","Reduces/removes risk of contamination from materials which may have escaped structure. However, use of lower toxicity may compromise performance, or impact other technical issues (e.g. fluid changes)."
Wave,Mitigation,Installation,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.","Reduces risk of any contamination event, ensures that contingency plans are in place and demonstrates compliance with environmental management systems."
Wave,Compliance,Decommissioning,Contamination,Marine Mammals,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.","Reduces risk of any contamination event, ensures that contingency plans are in place and demonstrates compliance with environmental management systems."
Wave,Design feature,Operation & Maintenance,Entanglement,Marine Mammals,Cetaceans,Potential for marine animals to become entangled in device mooring lines and cables.,Cable design with maximum bend radius.,"Removes/reduces risk of entanglement, however cable design tends to be driven by technical and commercial consideration."
Wave,Monitoring,Operation & Maintenance,Entanglement,Marine Mammals,Cetaceans,Potential for marine animals to become entangled in lost fishing gear or other equipment trapped on infrastructure.,"Ensure standard notifications of loss of fishing gear in region notified to operators.
Reporting of entanglement events.",Good practice for emergency preparedness.
Wave,Mitigation,Operation & Maintenance,Entrapment,Marine Mammals,All receptors,Potential risk of entrapment within device chambers and mooring arrays.,Release entrapped animal.,Animal may be deceased before it is able to be released.
Tidal,Mitigation,Operation & Maintenance,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Establish and implement a Biofouling Management Plan.,Reduce/remove risk of transfer of non-native species.
Wave,Compliance,Installation,Marine Non-Native Species (MNNS),Marine Mammals,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer of non-native species.
