doc,url,key_effects,key_interaction_detail,notes_mp,notes_amp,notes_general,receptor,stressor,technology,phase,presented_as_potential_interaction,decribed_from_observations_at_the_project_site,monitoring_plan_(mp),adaptive_management_plan_(amp),protection_mitigation_and_enhancement,bmps_applied
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"Because the project turbines would be located in the middle of the river and at a depth of more than 3 feet below the water surface, bank fishing and the use of small boats or sea planes would not be impeded by the project when it is operating; however, fishing lines from anglers in the immediate location of the submerged facility could become entangled with the facility. During the periodic removal and re-installation of the facility, however, boaters and sea planes may need to avoid or maneuver around the area where these activities are being conducted. Such potential effects would occur only twice a year for a duration of about one week and overall would not adversely affect recreation in the project area.",NA,NA,"To ensure the protection of the public during installation and removal, IVC proposes to implement a Project and Public Safety Plan that includes: (1) notifying the public of the presence of the project, as well as the schedule for installation and removal activities through meetings and public websites, and signage at the shore station while cables are installed or removed; (2) installing signs on the riverbank indicating the location of the submerged hydrokinetic turbines and the location where the cable transitions from below ground to above-ground; (3) installing warning signs on either side of the Kvichak River both upstream and downstream of the submerged turbines; and (4) burying the terrestrial portion of the cable in all feasible locations.",Human Dimensions.Recreation & Tourism,NA,Marine Energy.Tidal,2. Construction,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"Construction vessels and the turbine unit would create a small obstacle to boaters and float planes in the center of the river during installation, maintenance and removal of the submerged project facilities. While boats generally do not anchor in the middle of the river at the project site due to the strong currents, any anchors deployed along the margins of the river could come into contact with project cables. To minimize such contact, IVC proposes to bury and shield the cable. In addition, commercial fishing lines or nets could become entangled with, or damaged by, the submerged hydrokinetic facilities.",NA,NA,"To ensure the protection of the public during installation and removal, IVC proposes to implement a Project and Public Safety Plan that includes: (1) notifying the public of the presence of the project, as well as the schedule for installation and removal activities through meetings and public websites, and signage at the shore station while cables are installed or removed; (2) installing signs on the riverbank indicating the location of the submerged hydrokinetic turbines and the location where the cable transitions from below ground to above-ground; (3) installing warning signs on either side of the Kvichak River both upstream and downstream of the submerged turbines; and (4) burying the terrestrial portion of the cable in all feasible locations.",Human Dimensions.Navigation,Physical Interaction.Entrapment,Marine Energy.Tidal,2. Construction,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"Construction vessels and the turbine unit would create a small obstacle to boaters and float planes in the center of the river during installation, maintenance and removal of the submerged project facilities. While boats generally do not anchor in the middle of the river at the project site due to the strong currents, any anchors deployed along the margins of the river could come into contact with project cables. To minimize such contact, IVC proposes to bury and shield the cable. In addition, commercial fishing lines or nets could become entangled with, or damaged by, the submerged hydrokinetic facilities.",NA,NA,"To ensure the protection of the public during installation and removal, IVC proposes to implement a Project and Public Safety Plan that includes: (1) notifying the public of the presence of the project, as well as the schedule for installation and removal activities through meetings and public websites, and signage at the shore station while cables are installed or removed; (2) installing signs on the riverbank indicating the location of the submerged hydrokinetic turbines and the location where the cable transitions from below ground to above-ground; (3) installing warning signs on either side of the Kvichak River both upstream and downstream of the submerged turbines; and (4) burying the terrestrial portion of the cable in all feasible locations.",Human Dimensions.Navigation,Behavioral Interaction.Displacement,Marine Energy.Tidal,2. Construction,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"Construction vessels and the turbine unit would create a small obstacle to boaters and float planes in the center of the river during installation, maintenance and removal of the submerged project facilities. While boats generally do not anchor in the middle of the river at the project site due to the strong currents, any anchors deployed along the margins of the river could come into contact with project cables. To minimize such contact, IVC proposes to bury and shield the cable. In addition, commercial fishing lines or nets could become entangled with, or damaged by, the submerged hydrokinetic facilities.",NA,NA,"To ensure the protection of the public during installation and removal, IVC proposes to implement a Project and Public Safety Plan that includes: (1) notifying the public of the presence of the project, as well as the schedule for installation and removal activities through meetings and public websites, and signage at the shore station while cables are installed or removed; (2) installing signs on the riverbank indicating the location of the submerged hydrokinetic turbines and the location where the cable transitions from below ground to above-ground; (3) installing warning signs on either side of the Kvichak River both upstream and downstream of the submerged turbines; and (4) burying the terrestrial portion of the cable in all feasible locations.",Human Dimensions.Navigation,Physical Interaction.Entrapment,Marine Energy.Tidal,3. Operations and Maintenance,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"Construction vessels and the turbine unit would create a small obstacle to boaters and float planes in the center of the river during installation, maintenance and removal of the submerged project facilities. While boats generally do not anchor in the middle of the river at the project site due to the strong currents, any anchors deployed along the margins of the river could come into contact with project cables. To minimize such contact, IVC proposes to bury and shield the cable. In addition, commercial fishing lines or nets could become entangled with, or damaged by, the submerged hydrokinetic facilities.",NA,NA,"To ensure the protection of the public during installation and removal, IVC proposes to implement a Project and Public Safety Plan that includes: (1) notifying the public of the presence of the project, as well as the schedule for installation and removal activities through meetings and public websites, and signage at the shore station while cables are installed or removed; (2) installing signs on the riverbank indicating the location of the submerged hydrokinetic turbines and the location where the cable transitions from below ground to above-ground; (3) installing warning signs on either side of the Kvichak River both upstream and downstream of the submerged turbines; and (4) burying the terrestrial portion of the cable in all feasible locations.",Human Dimensions.Navigation,Behavioral Interaction.Displacement,Marine Energy.Tidal,3. Operations and Maintenance,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"Construction vessels and the turbine unit would create a small obstacle to boaters and float planes in the center of the river during installation, maintenance and removal of the submerged project facilities. While boats generally do not anchor in the middle of the river at the project site due to the strong currents, any anchors deployed along the margins of the river could come into contact with project cables. To minimize such contact, IVC proposes to bury and shield the cable. In addition, commercial fishing lines or nets could become entangled with, or damaged by, the submerged hydrokinetic facilities.",NA,NA,"To ensure the protection of the public during installation and removal, IVC proposes to implement a Project and Public Safety Plan that includes: (1) notifying the public of the presence of the project, as well as the schedule for installation and removal activities through meetings and public websites, and signage at the shore station while cables are installed or removed; (2) installing signs on the riverbank indicating the location of the submerged hydrokinetic turbines and the location where the cable transitions from below ground to above-ground; (3) installing warning signs on either side of the Kvichak River both upstream and downstream of the submerged turbines; and (4) burying the terrestrial portion of the cable in all feasible locations.",Human Dimensions.Navigation,Physical Interaction.Entrapment,Marine Energy.Tidal,4. Decommissioning,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"Construction vessels and the turbine unit would create a small obstacle to boaters and float planes in the center of the river during installation, maintenance and removal of the submerged project facilities. While boats generally do not anchor in the middle of the river at the project site due to the strong currents, any anchors deployed along the margins of the river could come into contact with project cables. To minimize such contact, IVC proposes to bury and shield the cable. In addition, commercial fishing lines or nets could become entangled with, or damaged by, the submerged hydrokinetic facilities.",NA,NA,"To ensure the protection of the public during installation and removal, IVC proposes to implement a Project and Public Safety Plan that includes: (1) notifying the public of the presence of the project, as well as the schedule for installation and removal activities through meetings and public websites, and signage at the shore station while cables are installed or removed; (2) installing signs on the riverbank indicating the location of the submerged hydrokinetic turbines and the location where the cable transitions from below ground to above-ground; (3) installing warning signs on either side of the Kvichak River both upstream and downstream of the submerged turbines; and (4) burying the terrestrial portion of the cable in all feasible locations.",Human Dimensions.Navigation,Behavioral Interaction.Displacement,Marine Energy.Tidal,4. Decommissioning,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"ENVIRONMENTAL ASSESSMENT FOR HYDROPOWER LICENSE
Igiugig Hydrokinetic Project—FERC Project No. 13511-003 Alaska",NA,NA,"The project would have minimal impact on visual resources because the project’s generating equipment and most of the cabling would be submerged except during project installation and removal. The shore station would be installed in an already-cleared area on an existing gravel pad adjacent to an existing transformer and would not stand out significantly against the surrounding landscape which is relatively developed. While painting the shore station with non-reflective colors would reduce its contrast with the surrounding area, doing so would reduce its visibility to those maneuvering vehicles in the turnaround area, some of which could be carrying large loads which could collide with the station. Keeping the station visible would help to avoid such events. Portions of the above-ground cable, where it is not buried, would traverse already disturbed vegetation and would generally be screened from view from water users by the existing vegetation.",NA,NA,NA,Human Dimensions.Visual Impacts,NA,Marine Energy.Tidal,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NMFS Essential Fish Habitat Conservation Recommendations for the Iguigig Hydrokinetic
Pilot License (FERC Project # P-13511)",NA,"POTENTIAL INJURY, MORTALITY","The AMP is based on fish monitoring that was conducted in 2014 after the sockeye salmon smolt outmigration. During fish monitoring the largest school of fish detected in one observation was 100 fish and this was not during the sockeye smolt outmigration period. As the plan discusses, up to 20,000,000 outmigrating sockeye smolt could pass the RivGen in a single day during this concentrated period of outmigration and about 50,000,000 in the major two-week pulse of sockeye smolt outmigration at the project site.
Project studies and reports do not consider the potential effects of fish alarm pheromones which can occur when the skin of even a single fish is injured and will release a fish alarm pheromone which is very quickly dispersed through the water causing a predator response in all other fish in a school. In salmonids, this results in fish sounding, i.e., they stop swimming and drop quickly to the bottom, which could result in a very large number of fish going through the turbines (Magurran, Irving and Henderson 1996; Sovava et al 2014; and Scott et al 2003). Video observations of a school of 100 fish cannot adequately inform the behavior of 20,000,000 fish in the same space and time.",NA,"NMFS offers the following EFH conservation recommendations pursuant to section 305(b)(4)(A) of the MSA:
1. During the first year of project operations, shutdown turbines during the two-week peak of sockeye smolt outmigration, and continue video and on-site fish biologist monitoring of project operations without the turbines being operated but with the turbines remaining in place. Until this recommended real-time monitoring and shutdown capability is developed and implemented, NMFS recommends real-time video monitoring of outmigration using video cameras to detect the peak of sockeye smolt outmigration at the project site.
2. Modify the AMP to allow real-time detection of any adverse effects on outmigrating sockeye smolt, and allow rapid shutdown (within one hour of adverse effects or sooner) of the turbines should adverse effects be observed.
3. During the first season of turbine operations during the smolt outmigration, video monitoring should be continuous and review of the video imaging should be of sufficient frequency to allow detection of smolt/turbine interactions and stoppage of turbines within one hour of any such occurrences.
4. After review of the data collected of fish/turbine interactions during smolt outmigration, the Adaptive Management Team, including a NMFS fish biologist, should review the preliminary results and recommend whether or not the turbines can operate without impacts to sockeye smolt during outmigration. The Adaptive Management Team should determine whether to operate during the entire smolt outmigration period in the second year prior to commencement of such operations.
Section 305(b)(4)(B) of the MSA requires the Federal action agency to provide NMFS with a detailed written response to these EFH conservation recommendations within 30 days. If your response is inconsistent with our recommendations, please explain the reasons for not following our recommendations, including the scientific justification for any disagreements over the anticipated effects of the proposed action and the measures needed to avoid, minimize, mitigate, or offset such effects (50 CFR 600.920(j)).",NA,Fish,Physical Interaction.Collision,Marine Energy.Tidal,ALL,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"NMFS Essential Fish Habitat Conservation Recommendations for the Iguigig Hydrokinetic
Pilot License (FERC Project # P-13511)",NA,"AVOIDANCE, BEHAVIOR CHANGE","The AMP is based on fish monitoring that was conducted in 2014 after the sockeye salmon smolt outmigration. During fish monitoring the largest school of fish detected in one observation was 100 fish and this was not during the sockeye smolt outmigration period. As the plan discusses, up to 20,000,000 outmigrating sockeye smolt could pass the RivGen in a single day during this concentrated period of outmigration and about 50,000,000 in the major two-week pulse of sockeye smolt outmigration at the project site.
Project studies and reports do not consider the potential effects of fish alarm pheromones which can occur when the skin of even a single fish is injured and will release a fish alarm pheromone which is very quickly dispersed through the water causing a predator response in all other fish in a school. In salmonids, this results in fish sounding, i.e., they stop swimming and drop quickly to the bottom, which could result in a very large number of fish going through the turbines (Magurran, Irving and Henderson 1996; Sovava et al 2014; and Scott et al 2003). Video observations of a school of 100 fish cannot adequately inform the behavior of 20,000,000 fish in the same space and time.",NA,"NMFS offers the following EFH conservation recommendations pursuant to section 305(b)(4)(A) of the MSA:
1. During the first year of project operations, shutdown turbines during the two-week peak of sockeye smolt outmigration, and continue video and on-site fish biologist monitoring of project operations without the turbines being operated but with the turbines remaining in place. Until this recommended real-time monitoring and shutdown capability is developed and implemented, NMFS recommends real-time video monitoring of outmigration using video cameras to detect the peak of sockeye smolt outmigration at the project site.
2. Modify the AMP to allow real-time detection of any adverse effects on outmigrating sockeye smolt, and allow rapid shutdown (within one hour of adverse effects or sooner) of the turbines should adverse effects be observed.
3. During the first season of turbine operations during the smolt outmigration, video monitoring should be continuous and review of the video imaging should be of sufficient frequency to allow detection of smolt/turbine interactions and stoppage of turbines within one hour of any such occurrences.
4. After review of the data collected of fish/turbine interactions during smolt outmigration, the Adaptive Management Team, including a NMFS fish biologist, should review the preliminary results and recommend whether or not the turbines can operate without impacts to sockeye smolt during outmigration. The Adaptive Management Team should determine whether to operate during the entire smolt outmigration period in the second year prior to commencement of such operations.
Section 305(b)(4)(B) of the MSA requires the Federal action agency to provide NMFS with a detailed written response to these EFH conservation recommendations within 30 days. If your response is inconsistent with our recommendations, please explain the reasons for not following our recommendations, including the scientific justification for any disagreements over the anticipated effects of the proposed action and the measures needed to avoid, minimize, mitigate, or offset such effects (50 CFR 600.920(j)).",NA,Fish,Behavioral Interaction.Avoidance,Marine Energy.Tidal,ALL,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: SAFEGUARD PLANS",NA,NA,NA,NA,NA,"1.0 PROJECT AND PUBLIC SAFETY PLAN
The purpose of the Public Safety Plan for the Igiugig Hydrokinetic Project (Project) by the Igiugig Village Council (IVC) is to describe: (1) safety devices and measures to ensure the safety of the public near the Project components; (2) ways in which the Project will be monitored to determine if there is an emergency; (3) procedures taken during an emergency; (4) procedures for reporting the emergency to local, state, and federal agencies; (5) contingency measures to modify operations or to implement the Project removal plan; (6) procedures for the annual testing of emergency equipment; and (7) procedures for annually coordinating with response agencies.",NA,NA,Marine Energy.Tidal,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: SAFEGUARD PLANS",NA,NA,NA,NA,NA,"2.0 PROJECT REMOVAL AND SITE RESTORATION PLAN
The purpose of the Project Removal and Site Restoration Plan is to describe: (1) procedures for removal of land-based Project facilities, including restoration measures for the disturbed land areas; (2) procedures for removal of underwater facilities; (3) provisions for monitoring the effects of the removal activities; (4) an implementation schedule that provides for all removal and restoration activities to be completed by no later than the expiration date of the license; and (5) a financial assurance plan.",NA,NA,Marine Energy.Tidal,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: SAFEGUARD PLANS",NA,NA,NA,NA,NA,"3.0 NAVIGATION SAFETY PLAN
The Igiugig Village Council developed a Navigation Safety Plan for the purpose of protecting the public and the Igiugig Hydrokinetic Project facilities from events such as collisions between commercial and recreational vessels and in-water Project facilities; entanglement of fishing gear, anchors, or other underwater devices that may damage or become entangled with Project transmission, anchoring, and mooring lines; and electrocution.",Human Dimensions.Navigation,NA,Marine Energy.Tidal,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: SAFEGUARD PLANS",NA,NA,NA,NA,NA,"4.0 EMERGENCY SHUTDOWN PLAN
The purpose of the Emergency Shutdown Plan is to describe the methods and procedures required to cease Project operation in the event that doing so becomes necessary for the protection of the environment or the public. In the event of an emergency, rotation of the turbines will stop and the RivGen® Power System will no longer generate power.",NA,NA,Marine Energy.Tidal,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: FISH MONITORING PLAN
IGIUGIG HYDROKINETIC PROJECT FERC PROJECT NO. P-13511-002
November 15, 2018",NA,"AVOIDANCE, DISRUPTION OF BEHAVIOR",NA,"The overall goal of this Plan is to monitor the RivGen® device for potential fish interactions for one year to inform the regulatory process and provide the basis for future modifications based on observed effects. After collecting monitoring data for a year, IVC will convene a meeting with the Adaptive Management Team (outlined in the Adaptive Management Plan) to collectively evaluate fish monitoring data and adjust future monitoring efforts based on known effects. The specific objectives are as follows:
1.Document the presence and timing of fishes at the RivGen® device by species and life stage 2.Characterize salmon movements past the RivGen® device during migration periods
3.Describe the behavioral response of salmon that come into the vicinity of the RivGen® device 4. Describe any observable acute effects from contact with the RivGen® device, including disorientation, injury, or mortality during salmon migrations",NA,NA,Fish,Behavioral Interaction.Avoidance,Marine Energy.Tidal,3. Operations and Maintenance,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: FISH MONITORING PLAN
IGIUGIG HYDROKINETIC PROJECT FERC PROJECT NO. P-13511-002
November 15, 2018",NA,"POTENTIAL HARM, INJURY",NA,"""The overall goal of this Plan is to monitor the RivGen® device for potential fish interactions for one year to inform the regulatory process and provide the basis for future modifications based on observed effects. After collecting monitoring data for a year, IVC will convene a meeting with the Adaptive Management Team (outlined in the Adaptive Management Plan) to collectively evaluate fish monitoring data and adjust future monitoring efforts based on known effects. The specific objectives are as follows:
1.Document the presence and timing of fishes at the RivGen® device by species and life stage 2.Characterize salmon movements past the RivGen® device during migration periods
3.Describe the behavioral response of salmon that come into the vicinity of the RivGen® device 4. Describe any observable acute effects from contact with the RivGen® device, including disorientation, injury, or mortality during salmon migrations""",NA,NA,Fish,Physical Interaction.Collision,Marine Energy.Tidal,3. Operations and Maintenance,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: Triton: Igiugig Fish Video Analysis
Project Report
August 2017
S Matzner C Trostle G Staines R Hull
A Avila
GEL Harker-Klimeš
Prepared for
the U.S. Department of Energy
under Contract DE-AC05-76RL01830
Pacific Northwest National Laboratory Richland, Washington 99352",NA,NA,NA,NA,NA,"The Triton initiative is a U.S. Department of Energy (DOE)-funded capability at the Pacific Northwest National Laboratory’s (PNNL’s) Marine Sciences Laboratory in Sequim, Washington. It aims to support DOE-funded projects that are developing technologies for measuring and monitoring the environment around marine energy devices through the mid- to high-level Technology Readiness Levels (TRLs). Ultimately, the initiative is intended to facilitate the permitting process and reduce the overall cost of marine renewable energy.
As part of the initiative, the Igiugig Fish Video Analysis project described herein used video data collected by LGL Alaska around an Ocean Renewable Power Company (ORPC) RivGen® device deployed in Alaska. The data on fish interactions around the operating device were made available to PNNL for further manual/human processing and use in developing automated processing software.
This final report summarizing the project tasks and results follows two previous reports: a data quality report (Trostle 2016) and a project progress report (Avila et al. 2016). The ensuing sections of this report briefly describe the project, the manual analysis of the video data, development of an automated algorithm for detecting fish presence in video frames, development of the software to enable data processing, and finally present conclusions and recommendations for future projects. Appendices A and B, respectively, contain manual annotations and the video data set used to develop the algorithm.",Fish,Behavioral Interaction.Avoidance,Marine Energy.Tidal,3. Operations and Maintenance,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: Triton: Igiugig Fish Video Analysis
Project Report
August 2017
S Matzner C Trostle G Staines R Hull
A Avila
GEL Harker-Klimeš
Prepared for
the U.S. Department of Energy
under Contract DE-AC05-76RL01830
Pacific Northwest National Laboratory Richland, Washington 99353",NA,RISK OF COLLISION,NA,NA,NA,NA,Fish,Physical Interaction.Collision,Marine Energy.Tidal,3. Operations and Maintenance,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: Triton: Igiugig Fish Video Analysis
Project Report
August 2017
S Matzner C Trostle G Staines R Hull
A Avila
GEL Harker-Klimeš
Prepared for
the U.S. Department of Energy
under Contract DE-AC05-76RL01830
Pacific Northwest National Laboratory Richland, Washington 99354",NA,DISRUPTION OF BEHAVIOR,NA,NA,NA,NA,Fish,Lighting,Marine Energy.Tidal,3. Operations and Maintenance,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,NA,NA,NA,NA,"Studies conducted to date at the Project site include the following:
• Characterization of river velocities and bathymetry (2011, 2014, 2015)
• Fish and wildlife monitoring around RivGen® Power System (2014, 2015)
• Hydraulic measurements (turbulence, wake) around RivGen® Power System (2014, 2015)
• Acoustic measurements around RivGen® Power System (2014)
• Documentation of ice conditions (2015, 2017)
• Characterization of frazil ice presence (2016-2017)
• Data analysis of fish monitoring video and development of automation software (2016-2018)",NA,Physical Interaction.Changes in Flow,Marine Energy.Tidal,1. Site Characterization and Assessment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,NA,NA,NA,NA,"Studies conducted to date at the Project site include the following:
• Characterization of river velocities and bathymetry (2011, 2014, 2015)
• Fish and wildlife monitoring around RivGen® Power System (2014, 2015)
• Hydraulic measurements (turbulence, wake) around RivGen® Power System (2014, 2015)
• Acoustic measurements around RivGen® Power System (2014)
• Documentation of ice conditions (2015, 2017)
• Characterization of frazil ice presence (2016-2017)
• Data analysis of fish monitoring video and development of automation software (2016-2018)",Fish,NA,Marine Energy.Tidal,1. Site Characterization and Assessment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,NA,"The measurements of ambient and different operational conditions clearly indicate the presence of associated sounds of varying characteristics in the region of hearing for at least some of the marine life known to occur in the vicinity of the project site (more so for seals and fish than any cetaceans). Protected species in the vicinity of the TidGen® TGU may hear and could potentially be affected by the device. However, the potential for behavioral responses is likely to be extremely limited and these levels would almost certainly not trip any thresholds for potential level B harassment. In addition, the sound levels recorded would not cause hearing loss or injury in terms of acoustics for any species at any range.",NA,NA,"Studies conducted to date at the Project site include the following:
• Characterization of river velocities and bathymetry (2011, 2014, 2015)
• Fish and wildlife monitoring around RivGen® Power System (2014, 2015)
• Hydraulic measurements (turbulence, wake) around RivGen® Power System (2014, 2015)
• Acoustic measurements around RivGen® Power System (2014)
• Documentation of ice conditions (2015, 2017)
• Characterization of frazil ice presence (2016-2017)
• Data analysis of fish monitoring video and development of automation software (2016-2018)",Marine Mammals,Noise,Marine Energy.Tidal,1. Site Characterization and Assessment,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,SCOUR,"Activities associated with installation of the RivGen® Power System and cables will cause mostly temporary disturbances to the riverbed and terrestrial cable route during construction. Scouring around the RivGen® pontoon support structures and anchors is expected to be negligible considering that the composition of sediments in the deployment area contains high densities of coarse gravels and cobbles.
IVC anticipates filing an Erosion and Sediment Control Plan as part of the standard Contract Plans and Specifications article, prior to Commission approval of start of construction. This plan will ensure that activities associated with cable installation would have a minimal and temporary effect on sediment transport to the river.",NA,NA,NA,Physical Environment,Habitat Change,Marine Energy.Tidal,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,SEDIMENT TRANSPORT,"Activities associated with installation of the RivGen® Power System and cables will cause mostly temporary disturbances to the riverbed and terrestrial cable route during construction. Scouring around the RivGen® pontoon support structures and anchors is expected to be negligible considering that the composition of sediments in the deployment area contains high densities of coarse gravels and cobbles.
IVC anticipates filing an Erosion and Sediment Control Plan as part of the standard Contract Plans and Specifications article, prior to Commission approval of start of construction. This plan will ensure that activities associated with cable installation would have a minimal and temporary effect on sediment transport to the river.",NA,NA,NA,Physical Environment.Sediment Transport,Habitat Change,Marine Energy.Tidal,2. Construction,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,NA,NA,NA,NA,NA,Fish,NA,Marine Energy.Tidal,ALL,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,NA,NA,NA,NA,NA,Marine Mammals,NA,Marine Energy.Tidal,ALL,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,COLLISION,"On only one occasion was an actual contact confirmed, and this was an adult fish that contacted the camera, not the turbine itself. This experience highlights the difficulties associated with confirming a strike or collision event as either having occurred or having been a near-miss. More interactions were detected at night; this was probably biased by nighttime use of artificial light, which may have attracted fish, but also could have increased detection probability because light is reflected from the fish itself.",NA,NA,NA,Fish,Physical Interaction.Collision,Marine Energy.Tidal,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Igiugig Village Council
Igiugig Hydrokinetic Project, Vol. 1 Filing Requirements & Exhibit A FERC Final Project License Application, P-13511-002
November 15, 2018: VOLUME 2:
EXHIBIT E – ENVIRONMENTAL REPORT",NA,"AVOIDANCE, CHANGE IN BEHAVIOR","ORPC has designed the underwater cables to minimize the potential for effect of EMF on river species. The Project is very small, will be deployed for a limited time, and any electromagnetic fields created from the Project are expected to be extremely localized and minor. In comments on ORPC’s Cook Inlet Tidal Energy Project (FERC Project No. 12679) in Alaska, NMFS concurred with these conclusions regarding EMF, stating “NMFS agrees that the current transmitted from the one to five MW turbine arrays, shielded 
by armored cable and trenching associated with the latter, are not likely to cause significant effects” (NMFS letter to FERC dated May 14, 2009).",NA,NA,NA,Fish,EMF,Marine Energy.Tidal,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
