title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
Pacific Northwest Predicted Outcrop,"This data set predicts the probability of rock outcrop (0-1) over the continental margin of the United States West Coast adjacent to Washington, Oregon, and Northern California.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://bhc.coas.oregonstate.edu/boem_data/OutcropModel.zip,1,http://bhc.coas.oregonstate.edu/geoportal/rest/document?id=%7B07847609-DED1-4506-97A9-BB879A036389%7D,1
Pacific Northwest Primary Lithological Habitat,"This map service features the primary lithologic seabed (primary habitat) component of the Surficial Geological Habitat maps for Washington, Oregon, and Northern California continental margin. The parent dataset depicts seafloor substrate types as interpreted from a multitude of seafloor mapping surveys, including multibeam sonar, sidescan sonar, sediment grab samples, cores samples, seismic reflection profiles, and still or video images. The general purpose of the seafloor habitat map is to provide organizations and the public with a seafloor habitat map for the U.S. West Coast. This dataset has been developed since 2002 and is now at version 4.0.
Primary Lithology (primary habitat) types for the Washington, Oregon, and Northern California continental margin. Data coverage extends from the shoreline to the base of the continental slope spanning both state and federal waters. The physiographic habitat types displayed in this layer are: continental rise, continental shelf, continental slope, basin, ridge, canyon wall, canyon floor, channel, gully, glacial formation and mass wasting zone. Please note that the data used to develop this map of primary lithology is patchy and of variable quality. Where data density is low, e.g. mid-shelf regions, errors of omission (undetected changes in habitat type) are possible. Where data quality is poor misclassifications or habitat type are possible. Data layers depicting the distribution and quality of data used to develop the SGH V4.0 map for Washington, Oregon, and Northern California are available at: http://bhc.coas.oregonstate.edu/geoportal.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://bhc.coas.oregonstate.edu/boem_data/V4_0_SGH_WA_OR_NCA.zip,1,http://bhc.coas.oregonstate.edu/geoportal/rest/document?id=%7B54F7700A-0396-4DDA-B4D3-B49BB19D7E7F%7D,1
PaCSEA Seabird Density - All Surveys 2011-2012 Birds/km2,"This data set was created as a summary layer to represent the original PaCSEA bird transect counts at a consistent scale for display within MarineCadastre.gov. This All Surveys layer displays the average density for All Birds (birds/sq km) detected in blocks that were surveyed during all six surveys in 2011 – 2012. 

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). While the actual area sampled varied slightly among surveys, this summary representation uses the same 6.8 x 6.8 km polygons to display estimates of bird density for all surveys. The actual transect areas are also included in a single file for all 6 surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
PaCSEA Seabird Density - Feb 2012 Birds/km2,"This data set was created as a summary layer to represent the original PaCSEA bird transect counts at a consistent scale for display within MarineCadastre.gov. This layer displays the average density for All Birds (birds/sq km) detected in blocks that were surveyed during the February 2012 survey. 

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). While the actual area sampled varied slightly among surveys, this summary representation uses the same 6.8 x 6.8 km polygons to display estimates of bird density for all surveys. The actual transect areas are also included in a single file for all 6 surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
PaCSEA Seabird Density - Jan 2011 Birds/km2,"This data set was created as a summary layer to represent the original PaCSEA bird transect counts at a consistent scale for display within MarineCadastre.gov. This layer displays the average density for All Birds (birds/sq km) detected in blocks that were surveyed during the January 2011 survey. 

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). While the actual area sampled varied slightly among surveys, this summary representation uses the same 6.8 x 6.8 km polygons to display estimates of bird density for all surveys. The actual transect areas are also included in a single file for all 6 surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
PaCSEA Seabird Density - July 2012 Birds/km2,"This data set was created as a summary layer to represent the original PaCSEA bird transect counts at a consistent scale for display within MarineCadastre.gov. This layer displays the average density for All Birds (birds/sq km) detected in blocks that were surveyed during the July 2012 survey. 

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). While the actual area sampled varied slightly among surveys, this summary representation uses the same 6.8 x 6.8 km polygons to display estimates of bird density for all surveys. The actual transect areas are also included in a single file for all 6 surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
PaCSEA Seabird Density - June 2011 Birds/km2,"This data set was created as a summary layer to represent the original PaCSEA bird transect counts at a consistent scale for display within MarineCadastre.gov. This layer displays the average density for All Birds (birds/sq km) detected in blocks that were surveyed during the June 2011 survey. 

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). While the actual area sampled varied slightly among surveys, this summary representation uses the same 6.8 x 6.8 km polygons to display estimates of bird density for all surveys. The actual transect areas are also included in a single file for all 6 surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
PaCSEA Seabird Density - Oct 2011 Birds/km2,"This data set was created as a summary layer to represent the original PaCSEA bird transect counts at a consistent scale for display within MarineCadastre.gov. This layer displays the average density for All Birds (birds/sq km) detected in blocks that were surveyed during the October 2011 survey. 

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). While the actual area sampled varied slightly among surveys, this summary representation uses the same 6.8 x 6.8 km polygons to display estimates of bird density for all surveys. The actual transect areas are also included in a single file for all 6 surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
PaCSEA Seabird Density - Sept 2012 Birds/km2,"This data set was created as a summary layer to represent the original PaCSEA bird transect counts at a consistent scale for display within MarineCadastre.gov. This layer displays the average density for All Birds (birds/sq km) detected in blocks that were surveyed during the September 2012 survey. 

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). While the actual area sampled varied slightly among surveys, this summary representation uses the same 6.8 x 6.8 km polygons to display estimates of bird density for all surveys. The actual transect areas are also included in a single file for all 6 surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
PaCSEA Seabird Density 7km - Original 2011-2012,"This layer displays the density of birds (birds/sq km) detected in the Pacific Continental Shelf Environmental Assessment (PaCSEA) 2011 – 2012. This data set was created by USGS and displays seabird density in bins created by dividing the actual flight lines for each survey into 6.8 km sections.  

PaCSEA involved repeated low-elevation aerial surveys along 32 broad-scale transects to quantify seabirds from shore to the 2000-m isobath. Transects were spaced 15 nautical miles (nmi) apart, between Fort Bragg, California (39° N) and Grays Harbor, Washington (47° N). Surveys were conducted from fixed wing aircraft flying 160 km/h at 60-m above sea level. All birds within a 150 m transect (75 m per side) were counted. Six surveys were conducted with 3 surveys each year (winter, summer, and fall). The actual area sampled varied slightly among surveys. 

Please consult the metadata file for information and file access for the original study products.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://geoplatform.maps.arcgis.com/home/item.html?id=4d3a64de8daf4b7fa3c106dbb862ebde|https://www.sciencebase.gov/catalog/item/557734dce4b032353cba34c9,2,https://metadata.boem.gov/geospatial/USGS_BOEM_PaCSEA_SeabirdDensity_6_8km2Bins_metadata.xml,1
Permitted Marine Hydrokinetic Projects,"This data represents pending or issued preliminary permits* or issued licenses for marine hydrokinetic projects that produce energy from waves or directly from ocean currents or tides. The status of these projects is administered by the Federal Energy Regulatory Commission (FERC). Listings found for maximum capacity and average annual production are estimates obtained from applications submitted to FERC by the licensee. Actual numbers upon build-out could vary. This dataset excludes any sites considered inland. *Preliminary permits provide the applicant three years to explore project feasibility and prepare a license application. Although studies are often carried out during this time, it does not authorize construction, operation, or maintenance of a hydropower project. Such permissions must be obtained from the appropriate authority. Potential applicants can obtain a successive permit if they have pursued the preparation of a license application in good faith and with due diligence. Only a small portion of preliminary permits lead to licenses.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/PermittedMarineHydrokineticProjects.zip,1,https://inport.nmfs.noaa.gov/inport/item/54966,1
Phosphate Mean Concentration,"Nutrient data were obtained from the Bio-ORACLE project and represent a long-term composite of data from 2000 to 2014. The map layer represents mean phosphate concentration (micromoles per liter) in surface waters of the U.S. Exclusive Economic Zone. Additional data available for download here provide six nutrient concentrations at three different depths within the water column (surface, mean depth, and maximum depth). Data have a common spatial resolution of 5 arc minutes and were assessed using a cross-validation framework against in situ quality-controlled data.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,http://bio-oracle.org/downloads-to-email.php|ftp://ftp.coast.noaa.gov/pub/MSP/ORT/PhosphateMeanConcentration.zip,2,https://inport.nmfs.noaa.gov/inport/item/59974,1
Pilot Boarding Areas,"Pilot boarding areas are general locations at sea, depicted on NOAA navigational charts where pilots familiar with local waters board incoming vessels to navigate their passage to a destination port. Pilotage is compulsory for foreign vessels and U.S. vessels under register in foreign trade with specific draft characteristics. Individual ports may have additional pilotage regulations. See 46 CFR 15.812 for additional detail. Pilots can rendezvous with ships anywhere within a Pilot Boarding Area. The data are derived from the NOAA navigational charts or from descriptive information found in the United States Coastal Pilot. This dataset is one of two related datasets which should be used in tandem. The sister dataset, of point geometry indicate more precise locations, where pilots rendezvous with ships, and is titled Pilot Boarding Stations. This dataset does not contain information regarding the hazards and considerations necessary to approach each port.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ORT/PilotBoarding.zip ,1,https://inport.nmfs.noaa.gov/inport/item/54393 ,1
Pilot Boarding Stations,"Pilot Boarding Stations are specific point locations depicted on NOAA navigational charts where pilots rendezvous with ships. Pilotage is compulsory for foreign vessels and U.S. vessels under register in foreign trade with specific draft characteristics. See 46 CFR 15.812 for additional detail. Individual ports may have additional pilotage regulations.  It represents precise locations depicted on NOAA navigational charts or described in United States Coastal Pilots where pilots rendezvous with ships. This dataset is one of two related datasets which should be used in tandem. The sister dataset, polygons, is titled Pilot Boarding Areas. This dataset does not contain information regarding the hazards and considerations necessary to approach each port.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ORT/PilotBoarding.zip ,1,https://inport.nmfs.noaa.gov/inport/item/54394,1
Pipeline Areas,"Pipeline areas are any area which contains one or more types of pipelines. Within protected waters such as harbors, rivers, bays, estuaries or other inland waterways, the location of pipelines is indicated as ""Pipeline area"" on NOAA nautical charts and maps. These areas found on the charts contain no other information as to the character or ownership of the installation. Engineers furnish copies of all permits issued for pipelines to NOAA, with their recommendation of whether or not the installation should be shown on the nautical charts. Decisions to publish these pipeline areas on nautical charts lie solely within NOAA’s discretion. The extent of the limits of the area is governed by local conditions but shall include the immediate area which overlies a pipeline. Ordinarily, the area will depict the full pipeline area but should not exceed 500 feet on each side of the location of the pipeline.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ORT/PipelineArea.zip,1,https://inport.nmfs.noaa.gov/inport/item/54395,1
Principal Ports,"Principal Ports are defined by port limits or US Army Corps of Engineers (USACE) projects and exclude non-USACE projects not authorized for publication.  The determination for the published Principal Ports is based upon the total tonnage for the port for the particular year; therefore the top 150 list can vary from year to year. The Principal Port file contains USACE port codes, names, and commodity tonnage summaries (total tons, domestic, foreign, imports and exports). All units for the values are in tons.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://csc.noaa.gov/pub/MSP/PrincipalPorts.zip,1,https://inport.nmfs.noaa.gov/inport/item/56124,1
Proposed Coastal Critical Habitat Areas,"When a species is proposed for listing as endangered or threatened under the Endangered Species Act, NOAA National Marine Fisheries Service and the U.S. Fish & Wildlife Service must to the maximum extent prudent and determinable propose and designate critical habitat. This dataset is a compilation of the proposed critical habitat areas from NOAA and USFWS listed species in coastal areas. To become officially designated as critical habitat, an area is published as a proposed Federal regulation in the Federal Register. After a period of public review, the comments are adjudicated and the final boundaries of the critical habitat area are published in the Federal Register. When areas are officially designated, they move into the Coastal Critical Habitat Designations layer on MarineCadastre.gov. Because MarineCadastre.gov updates data on a pre-defined cycle, it is possible that proposed layers have been adopted or removed prior to being reflected in this layer. It is important to keep in mind that maps published before May 31, 2012 were only for illustrative purposes and the Federal Register text descriptions should be used for authoritative purposes. For designations published after May 31, 2012, the maps (and any clarifying textual descriptions) are the definitive source for critical habitat boundaries.  See metadata for online linkages to reference full listings of proposed and final critical habitat areas.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/ProposedCoastalCriticalHabitatAreas.zip,1,https://inport.nmfs.noaa.gov/inport/item/48919,1
Raster Nautical Charts,"NOAA raster navigational charts (RNCs) are geo-referenced, digital images of NOAA navigational charts.  The NOAA_RNC map service provides a seamless collarless mosaic of the NOAA Raster Nautical Charts. Source charts are updated once per month; the updates are developed according to the standard set by the International Hydrographic Organization Special Publication S-61. This map service is not to be used for navigation.",NOAA Office of Coast Survey,http://www.nauticalcharts.noaa.gov/,http://www.charts.noaa.gov/RNCs/RNCs.shtml,1,https://inport.nmfs.noaa.gov/inport-metadata/NOAA/NOS/OCS/inport/xml/39966.xml,1
Regulated Navigation Areas,"This dataset represents Regulated Navigation Areas as specified by the Code of Federal Regulations, Title 33 parts 147 and 165 pertaining to the United States Coast Guard. A regulated navigation area is a water area within a defined boundary for which regulations for vessels navigating within the area have been established. Regulations might be permanent, temporary, or subject to certain conditions. Please reference the CFR for general regulations to be aware of when navigating in or around these areas.
Not to be used for navigation.",U.S. Coast Guard,http://www.uscg.mil/,ftp://ftp.coast.noaa.gov/pub/MSP/RegulatedNavigationAreas.zip,1,https://inport.nmfs.noaa.gov/inport/item/54194,1
Rivers and Harbors Act,"The Rivers and Harbors Act of 1899 (RHA) (33 U.S.C. Sec. 401 et seq.) is the initial authority for the U.S. Army Corps of Engineers (ACOE) regulatory permit program to protect navigable waters in the development of harbors and other construction and excavation. Section 10 of the RHA (33 U.S.C. Sec. 403) prohibits the unauthorized obstruction or alteration of any navigable water of the U.S. This section provides that the construction of any structure in or over any navigable water of the U.S., or the accomplishment of any other work affecting the course, location, condition, or physical capacity of such waters is unlawful unless the work has been recommended by the Chief of Engineers and authorized by the Secretary of the Army. The Secretary’s approval authority has since been delegated to the Chief of Engineers. Activities requiring section 10 permits include structures (e.g., piers, wharfs, breakwaters, bulkheads, jetties, weirs, transmission lines) and work such as dredging or disposal of dredged material, or excavation, filling, or other modifications to the navigable waters of the United States.",NOAA Office for Coastal Management,https://coast.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/RiversAndHarborsAct.zip,1,https://inport.nmfs.noaa.gov/inport/item/59646,1
Seagrasses,"These data represent aquatic vascular vegetation beds dominated by submerged, rooted, vascular species or submerged or rooted floating freshwater tidal vascular vegetation.

This is NOT a complete collection of seagrasses on the seafloor, nor are the locations to be considered exact. The presence and location of the seagrasses have been derived from multiple state and local sources. These sources should be referenced for the most authoritative and recent seagrass data.",NOAA Office for Coastal Management,https://coast.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/Seagrasses.zip,1,https://inport.nmfs.noaa.gov/inport/item/56960/,1
Seismic Water Bottom Anomalies,"These data represent 230,000 sq km of seismic data interpretation, mapping over 32,000 seafloor seismic amplitude anomalies in the Gulf of Mexico using 3-D time-migrated seismic surveys. This mapping program means to understand the distribution of natural hydrocarbon seeps and the related benthic fauna, and to characterize other seafloor features related to the geological framework of the seafloor. These areas show anomalously high or low amplitude response over the background response. Four classes of water bottom anomalies interpreted to be caused by hydrocarbon seepage include High-Positive, Low-Positive/Negative, Pockmarks and Water-Column Gas Plumes. Seven classes of water bottom anomalies that are non-seep related include Cretaceous, Cretaceous Talus, Fan, Salt, Slump, Relic Patch Reefs/Confirmed Relic Patch Reefs, and Channels.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/BOEM-Seafloor-Anomalies-Layer-Package/,1,http://metadata.boem.gov/geospatial/WBA_Metadata.xml,1
Selected Pipelines,Structures used to transport oil and gas from offshore platform or terminal to inshore facility. These structures are usually submerged.  This is current and refreshed on a daily basis.,Bureau of Ocean Energy Management,http://www.boem.gov/,https://www.data.boem.gov/Mapping/Files/ppl_arcs.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/pc_pipe(2).aspx,2,http://metadata.boem.gov/geospatial/OCSpipelines-GOMR-NAD27.xml|http://metadata.boem.gov/geospatial/pc_pipe.xml,2
Shipping Lanes and Regulations,"Shipping zones delineate activities and regulations for marine vessel traffic. Traffic lanes define specific traffic flow, while traffic separation zones assist opposing streams of marine traffic. Precautionary areas represent areas where ships must navigate with caution, and shipping safety fairways designate where artificial structures are prohibited. Recommended routes are predetermined routes for shipping adopted for reasons of safety. Areas to be Avoided are within defined limits where navigation is particularly hazardous or it is exceptionally important to avoid casualties and should be avoided by all ships or certain classes of ships. Shipping Lanes and Regulations layer was created by extracting ENC (.000) files published by Marine Chart Division, OCS, NOAA. The web service was developed by CSDL/OCS/NOAA. Data will be refreshed weekly.",NOAA Office of Coast Survey,http://www.nauticalcharts.noaa.gov/,http://encdirect.noaa.gov/theme_layers/data/shipping_lanes/shippinglanes.zip,1,https://catalog.data.gov/harvest/object/2fdbf672-42bc-4eb2-be93-bcc8398c8518/html,1
Sigsbee and Florida Escarpment Bathymetry,"Multibeam bathymetry (in meters) collected to support a potential claim of an extended continental shelf by the United States, under the United Nations Convention on the Law of the Sea, Article 76. These data include full-coverage multibeam sonar measurements in water depths of approximately 1000 to 5000 m in order to precisely define the location of the 2500-m isobath and the ""foot of the slope"". The Center for Coastal and Ocean Mapping – Joint Hydrographic Center is  a cooperative partnership between the University of New Hampshire and the National Oceanic and Atmospheric Administration.",University of New Hampshire,http://www.unh.edu/,https://ccom.unh.edu/theme/law-sea/law-of-the-sea-data,1,https://ccom.unh.edu/sites/default/files/metadata/GulfOfMexico_SigsbeeEscarpment_ESRI_bathy_metadata.xml,1
Silicate Mean Concentration,"Nutrient data were obtained from the Bio-ORACLE project and represent a long-term composite of data from 2000 to 2014. The map layer represents mean silicate concentration (micromoles per liter) in surface waters of the U.S. Exclusive Economic Zone. Additional data available for download here provide six nutrient concentrations at three different depths within the water column (surface, mean depth, and maximum depth). Data have a common spatial resolution of 5 arc minutes and were assessed using a cross-validation framework against in situ quality-controlled data.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,http://bio-oracle.org/downloads-to-email.php|ftp://ftp.coast.noaa.gov/pub/MSP/ORT/SilicateMeanConcentration.zip,2,https://inport.nmfs.noaa.gov/inport/item/59975,1
"Sperm Whale, Pacific Summer Density","The Navy and other military users of the marine environment are required to assess the impact of their activities on marine mammals to comply with the Marine Mammal Protection Act, the Endangered Species Act, and the National Environmental Policy Act. The number of marine mammals that might be impacted by Navy activities must be estimated in an Environmental Assessment or Environmental Impact Statement.  A key element of this estimation is knowledge of cetacean densities in specific areas where those activities will occur.  Data collected by NOAA’s Southwest Fisheries Science Center (SWFSC) from 1986-2006 using accepted, peer-reviewed survey methods were used to develop models to forecast cetacean densities. This work represents an important step towards understanding marine mammal habitat use with respect to regions utilized by the U. S. Navy.  MarineCadastre.gov has included Blue, Fin, Humpback, and Sperm whale models for the summer months as examples of these models.  Please view the publication for specific details on the development and use of these models.  NOTE:  Updated Pacific models should be available in mid-2017.",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://cetsound.noaa.gov/packages/swfsc_serdp_cce.zip,1,https://inport.nmfs.noaa.gov/inport/item/49601,1
Submerged Lands Act Boundary,The Submerged Lands Act (SLA) boundary line (also known as State Seaward Boundary or Fed State Boundary) defines the seaward limit of a state's submerged lands and the landward boundary of federally managed OCS lands.,Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Alaska/fedstate.aspx|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/ATL_SLA(3).aspx|https://www.data.boem.gov/Mapping/Files/fedstate.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/PC_FEDSTATE.aspx,4,http://metadata.boem.gov/geospatial/OCS_SubmergedLandsActBoundary_Alaska_NAD83.xml|http://metadata.boem.gov/geospatial/OCS_SubmergedLandsActBoundary_Atlantic_NAD83.xml|http://metadata.boem.gov/geospatial/OCS_SubmergedLandsActBoundary_Gulf_of_Mexico_NAD27.xml|http://metadata.boem.gov/geospatial/OCS_SubmergedLandsActBoundary_PacificRegion_WC_NAD83.xml,4
Superfund Sites,"This layer represents active Superfund Sites published by the Environmental Protection Agency (EPA). In 1980, Congress passed the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA or Superfund) to address the dangers of abandoned or uncontrolled hazardous waste dumps by developing a nationwide program for: emergency response; information gathering and analysis; liability for responsible parties; and site cleanup. CERCLA also creates a Trust Fund (or 'Superfund') to finance emergency responses and cleanups. EPA's Superfund program has helped protect human health and the environment by managing the cleanup of the nation's worst hazardous waste sites and responding to local and nationally significant environmental emergencies.",U.S. Environmental Protection Agency,http://www.epa.gov/,https://www.epa.gov/frs/geospatial-data-download-service,1,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=%7B02C41733-D172-4D8A-AEB4-930F78B491B4%7D,1
Tidal Stream Resource Potential - Mean Current,"Data depicts tidal stream mean current within U.S. waters.  Tidal streams are high velocity sea currents created by periodic horizontal movement of the tides.  Tidal stream energy is derived from the kinetic energy of the moving flow.  A numerical model was used for simulating the tidal flows along the coast of the entire United States.  Model results were calibrated with available measurements of tidal currents from NOAA tidal current stations.  It should be noted that tidal currents and associated power per unit area can have significant spatial variability; therefore currents at one location are generally a poor indicator of conditions at another location, even nearby.  Tidal current (velocity) is measured in meters per second (m/s).",Department of Energy Office of Energy Efficiency and Renewable Energy,http://energy.gov/eere/office-energy-efficiency-renewable-energy,http://geospatial.gatech.edu/Resources/USA_mean_current.zip,1,http://www1.eere.energy.gov/water/pdfs/1023527.pdf,1
Tidal Stream Resource Potential - Mean Power Density,"Data depicts tidal stream mean power within U.S. waters.  Tidal streams are high velocity sea currents created by periodic horizontal movement of the tides.  Tidal stream energy is derived from the kinetic energy of the moving flow.  A numerical model was used for simulating the tidal flows along the coast of the entire United States.  Model results were calibrated with available measurements of tidal currents from NOAA tidal current stations.  It should be noted that tidal currents and associated power per unit area can have significant spatial variability; therefore currents at one location are generally a poor indicator of conditions at another location, even nearby.  Tidal power (energy) is measured in watts per meter squared (W/m2).",Department of Energy Office of Energy Efficiency and Renewable Energy,http://energy.gov/eere/office-energy-efficiency-renewable-energy,http://geospatial.gatech.edu/Resources/USA_mean_power.zip,1,http://www1.eere.energy.gov/water/pdfs/1023527.pdf,1
Tropical Cyclone Storm Segments,"These data represent a unique subset of the International Best Track Archive for Climate Stewardship (IBTrACS) data set. Features represent IBTrACS storm track segments that 1) are attributed to the North Atlantic or Eastern Pacific basins; 2) do not cross the International Date Line; 3) occur in or after 1900; 4) have maximum wind values above 33 knots; and 5) are attributed as extratropical, subtropical, or tropical. Furthermore, those storm segments that were attributed as tropical within the source data were modified to the appropriate storm category based on the maximum wind speed value per segment.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/TropicalCycloneWindExposure.zip,1,https://inport.nmfs.noaa.gov/inport/item/54189,1
